LABELS
#use this template to change the leaf labels, or define/change the internal node names (displayed in mouseover popups)

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
#NODE_ID,LABEL

#Examples
#define a name for an internal node
#9031|9606,Metazoa

#change the label for leaf node 9606
#9606,Homo sapiens
GCA_003149495.1,Gemmata obscuriglobus 
GCA_903925665.1,uncultured Phycisphaerales bacterium AM-sed-core2-D1_bin-337
GCA_903925855.1,uncultured Phycisphaerales bacterium AM-2014-D5_bin-232
GCA_903926805.1,uncultured Phycisphaerales bacterium A14_bin-2120
GCA_903927325.1,uncultured Phycisphaerales bacterium LaPlata-a_bin-1813
GCA_903929885.1,uncultured Phycisphaerales bacterium LaPlata_bin-2707
GCA_903930525.1,uncultured Phycisphaerales bacterium AlinenSedimentsD2_bin-0351
GCA_903937715.1,uncultured Phycisphaerales bacterium A-3_bin-219
GCA_903945645.1,uncultured Phycisphaerales bacterium A-4_bin-081
GCA_903957945.1,uncultured Phycisphaerales bacterium D-4_bin-23
GCA_902805895.1,uncultured Phycisphaerae bacterium AVDCRST_MAG64
GCA_903828075.1,uncultured Schlesneria sp. Loclat_bin-07945
GCA_903828915.1,uncultured Schlesneria sp. Umea_bin-07185
GCA_903829125.1,uncultured Schlesneria sp. AM-lipid-02-D3_bin-0593
GCA_903829445.1,uncultured Schlesneria sp. Umea3p2_bin-0081
GCA_903830975.1,uncultured Schlesneria sp. Umea3p3_bin-0942
GCA_903834925.1,uncultured Schlesneria sp. Umea3_bin-3867
GCA_903840265.1,uncultured Schlesneria sp. Umea_bin-10000
GCA_903853795.1,uncultured Schlesneria sp. Umea1_bin-0114
GCA_903854105.1,uncultured Schlesneria sp. ErkenSummer_bin-5916
GCA_903857545.1,uncultured Schlesneria sp. Umea3p3_bin-0450
GCA_903858935.1,uncultured Schlesneria sp. Umea2_bin-1599
GCA_903865915.1,uncultured Schlesneria sp. Umea3p1_bin-0339
GCA_903871875.1,uncultured Schlesneria sp. Umea3_bin-0292
GCA_903874195.1,uncultured Schlesneria sp. AM-2014-D2_bin-730
GCA_903876925.1,uncultured Schlesneria sp. Umea3_bin-0124
GCA_903890295.1,uncultured Schlesneria sp. Umea3p2_bin-0410
GCA_903898875.1,uncultured Schlesneria sp. AlinenLipids_bin-6070
GCA_903899985.1,uncultured Schlesneria sp. AM-2014_bin-0469
GCA_903901285.1,uncultured Schlesneria sp. Umea3p2_bin-0739
GCA_903904835.1,uncultured Schlesneria sp. AM-lipid-02-D2_bin-1310
GCA_903906465.1,uncultured Schlesneria sp. Umea_bin-04380
GCA_903908885.1,uncultured Schlesneria sp. Umea2p2_bin-1362
GCA_903908975.1,uncultured Schlesneria sp. Umea3p4_bin-1142
GCA_903911795.1,uncultured Schlesneria sp. Umea1_bin-0540
GCA_903915185.1,uncultured Schlesneria sp. Umea_bin-05232
GCA_903915595.1,uncultured Schlesneria sp. Umea3p3_bin-0824
GCA_903924245.1,uncultured Schlesneria sp. Umea1p2_bin-0019
GCA_903929305.1,uncultured Schlesneria sp. Umea_bin-04988
GCA_903931205.1,uncultured Schlesneria sp. KR_bin-0617
GCA_903931935.1,uncultured Schlesneria sp. Umea3_bin-3672
GCA_903932225.1,uncultured Schlesneria sp. AlinenLipids_bin-6704
GCA_903952695.1,uncultured Schlesneria sp. Loc090907-1m_bin-388
GCA_903995095.1,uncultured Schlesneria sp. SB-2103-994-C23
GCA_001642875.1,Mariniblastus fucicola 
GCA_008087665.1,Mariniblastus fucicola 
GCA_013618625.1,Bremerella alba 
GCA_001642915.1,Roseimaritima ulvae 
GCA_008065135.1,Roseimaritima ulvae 
GCA_014192335.1,Rhodopirellula rubra 
GCA_000195185.2,Rhodopirellula baltica WH47 
GCA_000330745.1,Rhodopirellula baltica SWK14 
GCA_000304635.1,Rhodopirellula baltica SH28 
GCA_002009475.1,Candidatus Brocadia caroliniensis 26THWARD
GCA_003335485.1,Blastopirellula cremea 
GCA_003335505.1,Blastopirellula cremea 
GCA_003335525.1,Blastopirellula cremea 
GCA_900696675.1,uncultured Candidatus Kuenenia sp. AMX1.fa.gz
GCA_000255655.1,Schlesneria paludicola DSM 18645 
GCA_000255705.1,Zavarzinella formosa DSM 19928 
GCA_000380225.1,filamentous cyanobacterium ESFC-1 
GCA_000284115.1,Phycisphaera mikurensis NBRC 102666 
GCA_000317495.1,Crinalium epipsammum PCC 9333 
GCA_000317515.1,Microcoleus sp. PCC 7113 
GCA_000314005.1,Spirulina subsalsa PCC 9445 
GCA_000949635.1,Candidatus Brocadia sinica JPN1 
GCA_000531095.1,Gemmata massiliana 
GCA_901538265.1,Gemmata massiliana Soil9
GCA_000315095.1,Candidatus Kuenenia stuttgartiensis enrichment culture clone CH1 
GCA_000315115.1,Candidatus Kuenenia stuttgartiensis enrichment culture clone RU1 
GCA_000338295.1,Rhodopirellula europaea 6C 
GCA_000346315.1,Rhodopirellula europaea SH398 
GCA_000346505.1,Rhodopirellula sallentina SM41 
GCA_000346295.1,Rhodopirellula maiorica SM1 
GCA_002443295.1,Candidatus Scalindua japonica 
GCA_000484995.1,Planctomycetes bacterium SCGC AAA282-C19 
GCA_002277955.1,Thermogutta terrifontis 
GCA_014207595.1,Algisphaera agarilytica 
GCA_001956985.1,Paludisphaera borealis 
GCA_008065115.1,Bythopirellula goksoyri 
GCA_000760695.4,Tolypothrix bouteillei VB521301 
GCA_001747005.1,Cyanobacterium sp. IPPAS B-1200 
GCA_900113665.1,Planctomicrobium piriforme 
GCA_000952155.1,Aliterella atlantica CENA595 
GCA_001610855.1,Gemmata sp. SH-PL17 
GCA_001610835.1,Planctomyces sp. SH-PL14 
GCA_001610875.1,Pirellula sp. SH-Sr6A 
GCA_001610895.1,Planctomyces sp. SH-PL62 
GCA_007922685.1,Planctomyces bekefii phe10_nw2017
GCA_001603075.1,Phycisphaerales bacterium Planc_01 Planc_01
GCA_902566065.1,uncultured Bythopirellula sp. AG-410-K11
GCA_900097105.1,Akkermansia glycaniphila APytT
GCA_001303465.1,Phycisphaerae bacterium SG8_4 SG8_4
GCA_001304275.1,Phycisphaerae bacterium SM1_79 SM1_79
GCA_001303695.1,Phycisphaerae bacterium SM23_30 SM23_30
GCA_001303665.1,Phycisphaerae bacterium SM23_33 SM23_33
GCA_001302675.1,Planctomycetes bacterium DG_20 DG_20
GCA_001302825.1,Planctomycetes bacterium DG_23 DG_23
GCA_001304355.1,Planctomycetes bacterium DG_58 DG_58
GCA_001303605.1,Planctomycetes bacterium SM23_25 SM23_25
GCA_001303885.1,Planctomycetes bacterium SM23_32 SM23_32
GCA_001304295.1,Planctomycetes bacterium SM23_65 SM23_65
GCA_001318295.1,Candidatus Xiphinematobacter sp. Idaho Grape 
GCA_001464525.1,Planctomycetaceae bacterium Ga0077529 Ga0077529
GCA_001644265.1,Planctomyces sp. SCGC AG-212-M04 
GCA_001644415.1,Planctomycetaceae bacterium SCGC AG-212-F19 
GCA_001830285.1,Planctomycetes bacterium RIFCSPLOWO2_12_38_17 
GCA_001824485.1,Planctomycetes bacterium GWA2_39_15 
GCA_001824505.1,Planctomycetes bacterium GWA2_40_7 
GCA_001824525.1,Planctomycetes bacterium GWA2_50_13 
GCA_001825595.1,Planctomycetes bacterium GWB2_41_19 
GCA_001825635.1,Planctomycetes bacterium GWC2_39_26 
GCA_001824555.1,Planctomycetes bacterium GWC2_45_44 
GCA_001824565.1,Planctomycetes bacterium GWC2_49_10 
GCA_001824595.1,Planctomycetes bacterium GWE2_41_14 
GCA_001825655.1,Planctomycetes bacterium GWF2_39_10 
GCA_001824605.1,Planctomycetes bacterium GWF2_40_8 
GCA_001825665.1,Planctomycetes bacterium GWF2_41_51 
GCA_001825675.1,Planctomycetes bacterium GWF2_42_9 
GCA_001824635.1,Planctomycetes bacterium GWF2_50_10 
GCA_001825715.1,Planctomycetes bacterium RBG_13_44_8b 
GCA_001824645.1,Planctomycetes bacterium RBG_13_46_10 
GCA_001824675.1,Planctomycetes bacterium RBG_13_50_24 
GCA_001824685.1,Planctomycetes bacterium RBG_13_60_9 
GCA_001828245.1,Planctomycetes bacterium RBG_13_62_9 
GCA_001828265.1,Planctomycetes bacterium RBG_13_63_9 
GCA_001828295.1,Planctomycetes bacterium RBG_16_41_13 
GCA_001828445.1,Planctomycetes bacterium RBG_16_43_13 
GCA_001828465.1,Planctomycetes bacterium RBG_16_55_9 
GCA_001828495.1,Planctomycetes bacterium RBG_16_59_8 
GCA_001828305.1,Planctomycetes bacterium RBG_16_64_10 
GCA_001828335.1,Planctomycetes bacterium RBG_16_64_12 
GCA_001828345.1,Planctomycetes bacterium RBG_19FT_COMBO_48_8 
GCA_001828365.1,Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_38_41 
GCA_001828515.1,Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_40_12 
GCA_001828385.1,Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_50_42 
GCA_001828415.1,Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_52_58 
GCA_001828435.1,Planctomycetes bacterium RIFCSPHIGHO2_12_39_6 
GCA_001828535.1,Planctomycetes bacterium RIFCSPHIGHO2_12_42_15 
GCA_001830275.1,Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_51_37 
GCA_001828545.1,Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_52_36 
GCA_001828565.1,Planctomycetes bacterium RIFCSPLOWO2_02_FULL_50_16 
GCA_001830315.1,Planctomycetes bacterium RIFCSPLOWO2_12_FULL_39_13 
GCA_001828595.1,Planctomycetes bacterium RIFCSPLOWO2_12_FULL_40_19 
GCA_001828605.1,Planctomycetes bacterium RIFCSPLOWO2_12_FULL_50_35 
GCA_001828645.1,Planctomycetes bacterium RIFOXYC2_FULL_41_27 
GCA_001828665.1,Planctomycetes bacterium RIFOXYD12_FULL_42_12 
GCA_001828685.1,Planctomycetes bacterium RIFOXYD2_FULL_41_16 
GCA_002355455.1,Stanieria sp. NIES-3757 
GCA_001746835.1,Lacunisphaera limnophila 
GCA_001707835.1,Planctopirus hydrillae 
GCA_001999965.1,Limihaloglobus sulfuriphilus 
GCA_001657375.1,Planctomycetaceae bacterium BBD 1991-11 BBD 1991-11
GCA_002070955.1,Planctomycetes bacterium ADurb.Bin069 ADurb.Bin069
GCA_002071695.1,Planctomycetes bacterium ADurb.Bin126 ADurb.Bin126
GCA_002068635.1,Planctomycetes bacterium ADurb.Bin401 ADurb.Bin401
GCA_002069395.1,Planctomycetes bacterium ADurb.Bin412 ADurb.Bin412
GCA_001723765.1,Candidatus Scalindua rubra BSI-1
GCA_002632345.1,Candidatus Scalindua rubra Ru_enrich_A1
GCA_900129635.1,Singulisphaera sp. GP187 
GCA_001983935.1,Fuerstia marisgermanicae 
GCA_001898385.1,Planctomycetales bacterium 71-10 71-10
GCA_001899315.1,Candidatus Obscuribacter phosphatis EBPR_351
GCA_001899385.1,Candidatus Caenarcanum bioreactoricola UASB_169
GCA_002197845.1,Fimbriiglobus ruber 
GCA_017353885.1,Zavarzinella sp. Bacteria.bin_44
GCA_011048125.1,Gemmata sp. SpSt-273
GCA_011054365.1,Gemmata sp. SpSt-167
GCA_002083825.1,Candidatus Sericytochromatia bacterium S15B-MN24 CBMW_12 S15B-MN24 CBMW_12
GCA_002083815.1,Candidatus Sericytochromatia bacterium GL2-53 LSPB_72 GL2-53 LSPB_72
GCA_007741535.1,Planctomycetes bacterium K22_7 
GCA_007741495.1,Planctomycetes bacterium FF011L 
GCA_007741555.1,Planctomycetes bacterium K23_9 
GCA_007741515.1,Planctomycetes bacterium HG15A2 
GCA_007741475.1,Planctomycetes bacterium EC9 
GCA_002007645.1,Anaerohalosphaera lusitana 
GCA_012959735.1,Fuerstia sp. UWMA-0333
GCA_014238335.1,Fuerstia sp. bin52p
GCA_014380055.1,Fuerstia sp. ES-bin-231
GCA_007859765.1,Posidoniimonas corsicana 
GCA_007859735.1,Thalassoglobus neptunius 
GCA_001997385.1,Sedimentisphaera cyanobacteriorum 
GCA_002117005.1,Sedimentisphaera salicampi 
GCA_002239625.1,Sedimentisphaera salicampi 
GCA_002337565.1,Rhodopirellula sp. UBA1907 UBA1907
GCA_002311925.1,Planctomycetes bacterium UBA1135 UBA1135
GCA_002311345.1,Planctomycetes bacterium UBA1146 UBA1146
GCA_002320775.1,Planctomycetes bacterium UBA1662 UBA1662
GCA_002343845.1,Planctomycetes bacterium UBA2386 UBA2386
GCA_002343805.1,Planctomycetes bacterium UBA2392 UBA2392
GCA_002402755.1,Planctomycetes bacterium UBA4800 UBA4800
GCA_002500505.1,Planctomycetes bacterium UBA7888 UBA7888
GCA_002311745.1,Phycisphaerales bacterium UBA1161 UBA1161
GCA_002320715.1,Phycisphaerales bacterium UBA1668 UBA1668
GCA_002338715.1,Phycisphaerales bacterium UBA1845 UBA1845
GCA_002337545.1,Phycisphaerales bacterium UBA1910 UBA1910
GCA_002337265.1,Phycisphaerales bacterium UBA1924 UBA1924
GCA_002337215.1,Phycisphaerales bacterium UBA1926 UBA1926
GCA_002336705.1,Phycisphaerales bacterium UBA1956 UBA1956
GCA_002327785.1,Phycisphaerales bacterium UBA2218 UBA2218
GCA_002347125.1,Phycisphaerales bacterium UBA2266 UBA2266
GCA_002343325.1,Phycisphaerales bacterium UBA2396 UBA2396
GCA_002343715.1,Phycisphaerales bacterium UBA2402 UBA2402
GCA_002343075.1,Phycisphaerales bacterium UBA2421 UBA2421
GCA_002341405.1,Phycisphaerales bacterium UBA2507 UBA2507
GCA_002364555.1,Phycisphaerales bacterium UBA3158 UBA3158
GCA_002364485.1,Phycisphaerales bacterium UBA3160 UBA3160
GCA_002364005.1,Phycisphaerales bacterium UBA3190 UBA3190
GCA_002378075.1,Phycisphaerales bacterium UBA3472 UBA3472
GCA_002405485.1,Phycisphaerales bacterium UBA4658 UBA4658
GCA_002416105.1,Phycisphaerales bacterium UBA5048 UBA5048
GCA_002418285.1,Phycisphaerales bacterium UBA5793 UBA5793
GCA_002429045.1,Phycisphaerales bacterium UBA6054 UBA6054
GCA_002456095.1,Phycisphaerales bacterium UBA6626 UBA6626
GCA_002482415.1,Phycisphaerales bacterium UBA7708 UBA7708
GCA_002480565.1,Phycisphaerales bacterium UBA7800 UBA7800
GCA_002480345.1,Phycisphaerales bacterium UBA7812 UBA7812
GCA_002480205.1,Phycisphaerales bacterium UBA7818 UBA7818
GCA_002295885.1,Phycisphaerales bacterium UBA854 UBA854
GCA_002295795.1,Phycisphaerales bacterium UBA860 UBA860
GCA_002292895.1,Phycisphaerales bacterium UBA966 UBA966
GCA_002308055.1,Planctomycetaceae bacterium UBA1268 UBA1268
GCA_002308035.1,Planctomycetaceae bacterium UBA1272 UBA1272
GCA_002306615.1,Planctomycetaceae bacterium UBA1338 UBA1338
GCA_002320435.1,Planctomycetaceae bacterium UBA1669 UBA1669
GCA_002331825.1,Planctomycetaceae bacterium UBA2092 UBA2092
GCA_002339595.1,Planctomycetaceae bacterium UBA2616 UBA2616
GCA_002359185.1,Planctomycetaceae bacterium UBA2671 UBA2671
GCA_002348315.1,Planctomycetaceae bacterium UBA2972 UBA2972
GCA_002405515.1,Planctomycetaceae bacterium UBA4655 UBA4655
GCA_002404095.1,Planctomycetaceae bacterium UBA4732 UBA4732
GCA_002415975.1,Planctomycetaceae bacterium UBA5059 UBA5059
GCA_002428205.1,Planctomycetaceae bacterium UBA6163 UBA6163
GCA_002422955.1,Planctomycetaceae bacterium UBA6172 UBA6172
GCA_002433545.1,Planctomycetaceae bacterium UBA6598 UBA6598
GCA_002451275.1,Planctomycetaceae bacterium UBA6894 UBA6894
GCA_002297475.1,Planctomycetaceae bacterium UBA721 UBA721
GCA_002471675.1,Planctomycetaceae bacterium UBA7309 UBA7309
GCA_002477435.1,Planctomycetaceae bacterium UBA7453 UBA7453
GCA_002483025.1,Planctomycetaceae bacterium UBA7678 UBA7678
GCA_002480485.1,Planctomycetaceae bacterium UBA7805 UBA7805
GCA_002480325.1,Planctomycetaceae bacterium UBA7813 UBA7813
GCA_002303765.1,Planctomycetaceae bacterium UBA969 UBA969
GCA_002050035.1,Planctomycetales bacterium 4484_113 4484_113
GCA_002049885.1,Planctomycetales bacterium 4484_123 4484_123
GCA_002050205.1,Planctomycetes bacterium UTPLA1 UTPLA1
GCA_002050325.1,Candidatus Brocadia sp. UTAMX1 UTAMX1
GCA_002050315.1,Candidatus Brocadia sp. UTAMX2 UTAMX2
GCA_012798155.1,Thermogutta sp. AS27yjCOA_190
GCA_014359955.1,Thermogutta sp. MAG-77
GCA_002279375.1,Planctomycetales bacterium 12-60-4 12-60-4
GCA_002279215.1,Planctomycetia bacterium 21-64-5 21-64-5
GCA_002084585.1,Planctomycetales bacterium 4572_13 4572_13
GCA_007118035.1,Roseimaritima sp. CSSed162cmA_565
GCA_007124075.1,Roseimaritima sp. CSSed162cmB_66
GCA_007135515.1,Roseimaritima sp. CSSed165cm_21
GCA_003229975.1,Rubripirellula sp. SZUA-154
GCA_012270065.1,Rubripirellula sp. SW22112_bin_5
GCA_012270385.1,Rubripirellula sp. SW22112_bin_14
GCA_016779185.1,Rubripirellula sp. BS301-5m-G82
GCA_002848945.1,Candidatus Brocadia sp. R4W10303 R4W10303
GCA_002169945.1,Phycisphaera sp. TMED151 TMED151
GCA_002167845.2,Phycisphaera sp. TMED9 TMED9
GCA_002167455.1,Rhodopirellula sp. TMED11 TMED11
GCA_002168315.1,Rhodopirellula sp. TMED283 TMED283
GCA_002169045.1,Phycisphaeraceae bacterium TMED231 TMED231
GCA_002168105.2,Phycisphaera sp. TMED24 TMED24
GCA_002168195.1,Planctomycetaceae bacterium TMED10 TMED10
GCA_002171115.1,Planctomycetaceae bacterium TMED138 TMED138
GCA_002168935.1,Planctomycetaceae bacterium TMED240 TMED240
GCA_002168905.2,Planctomycetaceae bacterium TMED241 TMED241
GCA_002171655.1,Planctomycetes bacterium TMED75 TMED75
GCA_002167285.1,Planctomycetia bacterium TMED53 TMED53
GCA_011523945.1,Mariniblastus sp. CO36386bin_10
GCA_014237975.1,Mariniblastus sp. bin94s
GCA_002218085.1,Tolypothrix sp. NIES-4075 
GCA_005223045.1,Planctomycetes bacterium B3_Pla B3_Pla
GCA_002839495.1,Planctomycetes bacterium HGW-Planctomycetes-1 HGW-Planctomycetes-1
GCA_002727185.1,Rhodopirellula bahusiensis 
GCA_016124375.1,Tepidisphaera sp. RI_211
GCA_002251265.1,Rhodopirellula sp. MGV 
GCA_004769085.1,Candidatus Melainabacteria bacterium SSGW_16 SSGW_16
GCA_002701545.1,Blastopirellula sp. NAT61
GCA_002733575.1,Blastopirellula sp. NORP48
GCA_002684555.1,Gimesia sp. CPC31
GCA_002706765.1,Gimesia sp. SAT87
GCA_002724985.1,Gimesia sp. NP99
GCA_002689655.1,Rhodopirellula sp. MED661
GCA_002690925.1,Rhodopirellula sp. MED697
GCA_002696915.1,Rhodopirellula sp. EAC14
GCA_002698965.1,Rhodopirellula sp. NAT14
GCA_002701385.1,Rhodopirellula sp. NAT69
GCA_002712845.1,Rhodopirellula sp. SAT147
GCA_002714565.1,Rhodopirellula sp. SAT12
GCA_002721555.1,Rhodopirellula sp. SP260
GCA_003513555.1,Rhodopirellula sp. UBA8648
GCA_003563555.1,Rhodopirellula sp. CSSed11_258
GCA_011523605.1,Rhodopirellula sp. CO36387bin_4
GCA_011524965.1,Rhodopirellula sp. PL36328bin_29
GCA_012728855.1,Rhodopirellula sp. AS06rmzACSIP_8
GCA_013203845.1,Rhodopirellula sp. bin.212
GCA_002731545.1,Rubinisphaera sp. NP109
GCA_002686995.1,Phycisphaeraceae bacterium ARS65
GCA_002704825.1,Phycisphaeraceae bacterium NAT22
GCA_002716625.1,Phycisphaeraceae bacterium SP4387
GCA_003551485.1,Phycisphaeraceae bacterium B1Sed10_221R1
GCA_003552605.1,Phycisphaeraceae bacterium B1Sed10_187
GCA_003558685.1,Phycisphaeraceae bacterium CSSed10_407
GCA_003562195.1,Phycisphaeraceae bacterium CSSed11_312R1
GCA_004213555.1,Phycisphaeraceae bacterium MED-G178
GCA_004213685.1,Phycisphaeraceae bacterium MED-G179
GCA_007119405.1,Phycisphaeraceae bacterium CSSed162cmA_392
GCA_007125385.1,Phycisphaeraceae bacterium CSSed162cmB_538
GCA_007125615.1,Phycisphaeraceae bacterium CSSed162cmB_521
GCA_007693725.1,Phycisphaeraceae bacterium DLM2.Bin81
GCA_007693965.1,Phycisphaeraceae bacterium DLM2.Bin55
GCA_009827205.1,Phycisphaeraceae bacterium bin3-gambi
GCA_009827215.1,Phycisphaeraceae bacterium bin2-gambi
GCA_011051525.1,Phycisphaeraceae bacterium HyVt-452
GCA_013203945.1,Phycisphaeraceae bacterium bin.83
GCA_015200025.1,Phycisphaeraceae bacterium H1_PLA1
GCA_015709595.1,Phycisphaeraceae bacterium H1_PLA4
GCA_016763955.1,Phycisphaeraceae bacterium NORP295
GCA_002591705.1,Phycisphaerae bacterium SP96
GCA_002683195.1,Phycisphaerae bacterium CPC85
GCA_002683275.1,Phycisphaerae bacterium CPC86
GCA_002684755.1,Phycisphaerae bacterium CPC297
GCA_002688155.1,Phycisphaerae bacterium ARS1224
GCA_002689385.1,Phycisphaerae bacterium MED703
GCA_002690755.1,Phycisphaerae bacterium MED708
GCA_002696165.1,Phycisphaerae bacterium EAC43
GCA_002700845.1,Phycisphaerae bacterium MED835
GCA_002702575.1,Phycisphaerae bacterium NAT149
GCA_002705085.1,Phycisphaerae bacterium NAT18
GCA_002706885.1,Phycisphaerae bacterium SAT56
GCA_002709295.1,Phycisphaerae bacterium SP137
GCA_002709755.1,Phycisphaerae bacterium SP135
GCA_002711415.1,Phycisphaerae bacterium SP110
GCA_002716385.1,Phycisphaerae bacterium SP4366
GCA_002717655.1,Phycisphaerae bacterium SP4365
GCA_002718515.1,Phycisphaerae bacterium SP3118
GCA_002721355.1,Phycisphaerae bacterium SP280
GCA_002722935.1,Phycisphaerae bacterium SP202
GCA_002723305.1,Phycisphaerae bacterium SP184
GCA_002862275.1,Phycisphaerae bacterium Plancto3
GCA_002862305.1,Phycisphaerae bacterium Plancto2
GCA_002862325.1,Phycisphaerae bacterium Plancto1
GCA_003550495.1,Phycisphaerae bacterium B1Sed10_82
GCA_003551645.1,Phycisphaerae bacterium B1Sed10_206R1
GCA_003552965.1,Phycisphaerae bacterium B1Sed10_118
GCA_003553245.1,Phycisphaerae bacterium T1Sed10_97
GCA_003557125.1,Phycisphaerae bacterium CSSed10_419R1
GCA_003560485.1,Phycisphaerae bacterium CSSed10_105
GCA_003561085.1,Phycisphaerae bacterium CSSed11_96
GCA_003564235.1,Phycisphaerae bacterium T3Sed10_98
GCA_003567095.1,Phycisphaerae bacterium T3Sed10_213
GCA_007121565.1,Phycisphaerae bacterium CSSed162cmA_150
GCA_007128795.1,Phycisphaerae bacterium CSSed162cmB_215R1
GCA_007135695.1,Phycisphaerae bacterium CSSed165cm_195
GCA_008933925.1,Phycisphaerae bacterium SB5
GCA_009782055.1,Phycisphaerae bacterium Cu122P5bin40
GCA_009783465.1,Phycisphaerae bacterium Lab288P3bin214
GCA_011050125.1,Phycisphaerae bacterium HyVt-342
GCA_011050225.1,Phycisphaerae bacterium HyVt-339
GCA_011050235.1,Phycisphaerae bacterium HyVt-337
GCA_011053305.1,Phycisphaerae bacterium SpSt-344
GCA_011054455.1,Phycisphaerae bacterium SpSt-364
GCA_011056915.1,Phycisphaerae bacterium SpSt-336
GCA_011329205.1,Phycisphaerae bacterium SpSt-469
GCA_011358525.1,Phycisphaerae bacterium SpSt-928
GCA_011362365.1,Phycisphaerae bacterium SpSt-487
GCA_011367345.1,Phycisphaerae bacterium SpSt-584
GCA_011369955.1,Phycisphaerae bacterium SpSt-539
GCA_011370245.1,Phycisphaerae bacterium SpSt-394
GCA_011388905.1,Phycisphaerae bacterium SpSt-446
GCA_011774285.1,Phycisphaerae bacterium KS4-K067
GCA_011774535.1,Phycisphaerae bacterium KS3-K082
GCA_011775175.1,Phycisphaerae bacterium KS2-K004
GCA_011775415.1,Phycisphaerae bacterium KS1-K047
GCA_011775665.1,Phycisphaerae bacterium CS4-K016
GCA_011775875.1,Phycisphaerae bacterium CS3-K069
GCA_011776225.1,Phycisphaerae bacterium CS2-K091
GCA_011776635.1,Phycisphaerae bacterium CS1-K013
GCA_011776805.1,Phycisphaerae bacterium A-K084
GCA_011777205.1,Phycisphaerae bacterium ACK-K067
GCA_012514125.1,Phycisphaerae bacterium AS06rmzACSIP_467
GCA_012515775.1,Phycisphaerae bacterium AS06rmzACSIP_178
GCA_012517095.1,Phycisphaerae bacterium AS27yjCOA_69
GCA_012719955.1,Phycisphaerae bacterium AS01afH2WH_3
GCA_012729015.1,Phycisphaerae bacterium AS06rmzACSIP_597
GCA_012729395.1,Phycisphaerae bacterium AS06rmzACSIP_537
GCA_012729675.1,Phycisphaerae bacterium AS06rmzACSIP_475
GCA_012729815.1,Phycisphaerae bacterium AS06rmzACSIP_418
GCA_012744475.1,Phycisphaerae bacterium AS06rmzACSIP_359
GCA_013044065.1,Phycisphaerae bacterium MAG 18
GCA_013360515.1,Phycisphaerae bacterium MAG_28
GCA_013360585.1,Phycisphaerae bacterium MAG_25
GCA_013360645.1,Phycisphaerae bacterium MAG_23
